Name,Borough,Area,Full_Address,Postcode,Opening_Times,Phone,Email,Website,Requirements,Cost,Services,Contact_Person,Notes,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Opening_Time,Closing_Time,Time_Notes,Service_FoodBank,Service_CommunityMeals,Service_Delivery,Service_Clothing,Service_Utilities,Service_Furniture,Access_Type,Latitude,Longitude,Has_Complete_Info,Last_Updated,Coordinate_Source,Column1
Marie Curie Centre,Liverpool,Woolton,"Speke Road, Liverpool, L25 8QA",L25 8QA,Tuesday: 10:00-12:00,0151 801 1400,,,Patients/families,Free,Support services,,Hospice support,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,Yes,No,Status restricted,53.3689,-2.8644,Yes,2024-12-01,Verified,
Netherley Community Centre,Liverpool,Netherley,"Netherley, Liverpool, L27 7AG",L27 7AG,Thursday: 10:00-12:00,0151 498 0351,,,Estate residents,£2 per shop,Community shop,,Estate shop,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Geographic restriction,53.3778,-2.8189,Yes,2024-12-01,Verified,
New Heights Community Centre,Liverpool,West Derby,"Haymans Green, Liverpool, L12 7JG",L12 7JG,Friday: 10:00-12:00,0151 228 0303,,,Local residents,£3 per shop,Community pantry,,Your Local Pantry,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,No,No,Geographic restriction,53.4311,-2.8978,Yes,2024-12-01,Verified,
Norris Green Youth Centre,Liverpool,Norris Green,"Townsend Avenue, Liverpool, L11 5AF",L11 5AF,Wednesday: 16:00-18:00,0151 233 3200,,,Young people 11-19,Free,Youth food provision,,Youth service,N,N,Y,N,N,N,N,16:00:00,18:00:00,Wednesday PM,Yes,No,No,No,No,No,Age restricted,53.4533,-2.9122,Yes,2024-12-01,Verified,
Old Swan Community Centre,Liverpool,Old Swan,"Crystal Close, Liverpool, L13 2GA",L13 2GA,Tuesday: 10:00-12:00,0151 281 7012,,,Open to all,Free,Food distribution,,Tuesday morning,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,No,No,Open access,53.4122,-2.9144,Yes,2024-12-01,Verified,
Otterspool Community Centre,Liverpool,Otterspool,"Otterspool Promenade, Liverpool, L17 5AL",L17 5AL,Monday: 10:00-12:00,0151 726 1014,,,Local residents,£3 per shop,Community pantry,,Your Local Pantry,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Geographic restriction,53.3778,-2.9311,Yes,2024-12-01,Verified,
Paddington House,Liverpool,Edge Hill,"Edge Lane, Liverpool, L7 2PE",L7 2PE,Thursday: 10:00-12:00,0151 254 2110,,,Vulnerable adults,Free with referral,Support services,,Day centre,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,Yes,No,Referral only,53.4056,-2.9467,Yes,2024-12-01,Verified,
Picton Community Centre,Liverpool,Picton,"Picton Road, Liverpool, L15 4LP",L15 4LP,Wednesday: 11:00-13:00,0151 734 2505,,,Drop-in,Free,Community meals,,Wednesday lunch,N,N,Y,N,N,N,N,11:00:00,13:00:00,Wednesday only,No,Yes,No,No,No,No,Open access,53.3944,-2.9089,Yes,2024-12-01,Verified,
Princes Park Community Centre,Liverpool,Toxteth,"Lake Road, Liverpool, L8 0TJ",L8 0TJ,Friday: 10:00-12:00,0151 727 9352,,,Local residents,£2.50 per shop,Community shop,,Friday shop,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,No,No,Geographic restriction,53.3856,-2.9578,Yes,2024-12-01,Verified,
Rice Lane City Farm,Liverpool,Walton,"Rawcliffe Road, Liverpool, L9 3DG",L9 3DG,Tuesday: 10:00-12:00,0151 530 1066,info@ricelanecityfarm.org.uk,,Families with children,Free,Family food support,,City farm,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,No,No,Family focused,53.4544,-2.9522,Yes,2024-12-01,Verified,
Riverside Community Centre,Liverpool,Dingle,"Riverside Drive, Liverpool, L8 3UF",L8 3UF,Monday: 10:00-12:00,0151 726 0877,,,Open to all,Free,Food distribution,,Monday morning,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Open access,53.3767,-2.9633,Yes,2024-12-01,Verified,
Rotunda Community Centre,Liverpool,Kirkdale,"Rotunda, Liverpool, L4 2TZ",L4 2TZ,Thursday: 10:00-12:00,0151 298 2703,,,Local residents,£2 per shop,Community shop,,Thursday shop,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Geographic restriction,53.4356,-2.9867,Yes,2024-12-01,Verified,
Sandfield Park Community Centre,Liverpool,West Derby,"Sandfield Walk, Liverpool, L12 0HW",L12 0HW,Wednesday: 10:00-12:00,0151 228 7223,,,Open to all,Free,Food distribution,,Wednesday morning,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Open access,53.4289,-2.9033,Yes,2024-12-01,Verified,
Sefton Park Community Centre,Liverpool,Sefton Park,"Edge Lane, Liverpool, L7 8XB",L7 8XB,Friday: 11:00-13:00,0151 726 1707,,,Drop-in,Free,Community meals,,Friday lunch,N,N,N,N,Y,N,N,11:00:00,13:00:00,Friday only,No,Yes,No,No,No,No,Open access,53.3889,-2.9333,Yes,2024-12-01,Verified,
Shrewsbury House,Liverpool,Everton,"Langrove Street, Liverpool, L5 3PE",L5 3PE,Tuesday: 10:00-14:00,0151 207 0725,info@shrewsburyhouse.org.uk,,Young people 16-25,Free,Youth support services,,Youth hub,N,Y,N,N,N,N,N,10:00:00,14:00:00,Tuesday only,Yes,No,No,No,Yes,No,Age restricted,53.4189,-2.9811,Yes,2024-12-01,Verified,
Somali Community Centre,Liverpool,Toxteth,"Lodge Lane, Liverpool, L8 0QF",L8 0QF,Friday: 13:00-15:00,0151 708 0107,,,Somali families,Free,Halal food parcels,,Somali community,N,N,N,N,Y,N,N,13:00:00,15:00:00,Friday only,Yes,No,No,No,No,No,Community specific,53.3844,-2.9589,Yes,2024-12-01,Verified,
Speke Community Centre,Liverpool,Speke,"Stockton Wood Road, Liverpool, L24 3TW",L24 3TW,Monday: 10:00-12:00,0151 486 0195,,,Speke residents,£2.50 per shop,Community shop,,Monday shop,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Geographic restriction,53.3411,-2.8444,Yes,2024-12-01,Verified,
Springfield Community Centre,Liverpool,Tuebrook,"Springfield Park, Liverpool, L13 3DN",L13 3DN,Thursday: 10:00-12:00,0151 228 2959,,,Local residents,£3 per shop,Community pantry,,Your Local Pantry,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Geographic restriction,53.4233,-2.9244,Yes,2024-12-01,Verified,
St Aidan's Community Centre,Liverpool,Huyton,"Hillside Avenue, Huyton, L36 8DY",L36 8DY,Wednesday: 10:00-12:00,0151 480 7894,,,Open to all,Free,Food distribution,,Wednesday morning,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Open access,53.4078,-2.8456,Yes,2024-12-01,Verified,
St Aloysius Church,Liverpool,Garston,"Twig Lane, Liverpool, L19 8DB",L19 8DB,Saturday: 10:00-12:00,0151 427 2493,,,Parish families,Free,Food parcels,,Saturday morning,N,N,N,N,N,Y,N,10:00:00,12:00:00,Saturday only,Yes,No,No,No,No,No,Faith-based,53.3478,-2.9044,Yes,2024-12-01,Verified,
St Anne's Centre,Liverpool,Edge Hill,"Overbury Street, Liverpool, L7 3HJ",L7 3HJ,Tuesday: 10:00-12:00,0151 709 4030,,,Vulnerable adults,Free with referral,Support services,,Day centre,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,Yes,No,Referral only,53.3989,-2.9622,Yes,2024-12-01,Verified,
St Augustine's Church,Liverpool,Garston,"Banks Road, Liverpool, L19 8JZ",L19 8JZ,Monday: 10:00-12:00,0151 427 1351,,,Open to all,Free,Food parcels,,Monday morning,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Open access,53.3433,-2.8956,Yes,2024-12-01,Verified,
St Bartholomew's Church,Liverpool,Huyton,"St Bartholomews Road, L36 5SW",L36 5SW,Thursday: 10:00-12:00,0151 489 3643,,,Parish families,Free,Food parcels,,Thursday morning,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Faith-based,53.4089,-2.8367,Yes,2024-12-01,Verified,
St Benedict's Church,Liverpool,Kirkdale,"Athol Street, Liverpool, L5 9TP",L5 9TP,Friday: 10:00-12:00,0151 207 2134,,,Drop-in,Free,Food parcels,,Friday morning,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,No,No,Open access,53.4389,-2.9789,Yes,2024-12-01,Verified,
St Cecilia's Church,Liverpool,Tuebrook,"Green Lane, Liverpool, L13 7EA",L13 7EA,Wednesday: 10:00-12:00,0151 228 4137,,,Parish families,Free,Food parcels,,Wednesday morning,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Faith-based,53.4256,-2.9178,Yes,2024-12-01,Verified,
St Cleopas Church,Liverpool,Toxteth,"Mill Street, Liverpool, L8 4RF",L8 4RF,Tuesday: 10:00-12:00,0151 709 1948,,,Open to all,Free,Food distribution,,Tuesday morning,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,No,No,Open access,53.3833,-2.9644,Yes,2024-12-01,Verified,
St Columba's Church,Liverpool,Anfield,"Hillsborough Road, Liverpool, L6 3AD",L6 3AD,Monday: 10:00-12:00,0151 263 6820,,,Parish families,Free,Food parcels,,Monday morning,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Faith-based,53.4356,-2.9567,Yes,2024-12-01,Verified,
St Cyprian's Church,Liverpool,Edge Hill,"Edge Lane, Liverpool, L7 2PF",L7 2PF,Thursday: 10:00-12:00,0151 260 1615,,,Drop-in,Free,Food distribution,,Thursday morning,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Open access,53.4033,-2.9489,Yes,2024-12-01,Verified,
St Dunstan's Church,Liverpool,Earle Road,"Earle Road, Liverpool, L7 6HD",L7 6HD,Friday: 10:00-12:00,0151 733 1742,,,Parish families,Free,Food parcels,,Friday morning,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,No,No,Faith-based,53.4089,-2.9256,Yes,2024-12-01,Verified,
St Francis Xavier Church,Liverpool,Everton,"Salisbury Street, Liverpool, L3 8DR",L3 8DR,Wednesday: 10:00-12:00,0151 298 1911,,,Open to all,Free,Food parcels,,SFX support,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Open access,53.4122,-2.9822,Yes,2024-12-01,Verified,
St Gabriel's Church,Liverpool,Huyton,"Clarence Road, Huyton, L36 8BG",L36 8BG,Tuesday: 10:00-12:00,0151 489 3948,,,Parish families,Free,Food parcels,,Tuesday morning,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,No,No,Faith-based,53.4089,-2.8422,Yes,2024-12-01,Verified,
St Gregory's Church,Liverpool,Lydiate,"Lydiate, L31 2NB",L31 2NB,Monday: 10:00-12:00,0151 526 5001,,,Parish families,Free,Food parcels,,Monday morning,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Faith-based,53.5389,-2.9511,Yes,2024-12-01,Verified,
St Hilda's Church,Liverpool,Hunts Cross,"Liverpool Road, L25 9ND",L25 9ND,Thursday: 10:00-12:00,0151 486 2807,,,Open to all,Free,Food distribution,,Thursday morning,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Open access,53.3611,-2.8533,Yes,2024-12-01,Verified,
St Hugh's Church,Liverpool,Clubmoor,"Thirlmere Road, Liverpool, L13 7DT",L13 7DT,Friday: 10:00-12:00,0151 228 8306,,,Parish families,Free,Food parcels,,Friday morning,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,No,No,Faith-based,53.4467,-2.9089,Yes,2024-12-01,Verified,
St John the Baptist Church,Liverpool,Tuebrook,"Green Lane, Liverpool, L13 5SE",L13 5SE,Wednesday: 10:00-12:00,0151 228 9643,,,Drop-in,Free,Food distribution,,Wednesday morning,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Open access,53.4233,-2.9211,Yes,2024-12-01,Verified,
St Lawrence Church,Liverpool,Knotty Ash,"Eaton Road, Liverpool, L12 2AJ",L12 2AJ,Tuesday: 10:00-12:00,0151 228 2830,,,Parish families,Free,Food parcels,,Tuesday morning,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,No,No,Faith-based,53.4189,-2.8889,Yes,2024-12-01,Verified,
St Leo's Church,Liverpool,Whiston,"Lickers Lane, Liverpool, L35 3JX",L35 3JX,Monday: 10:00-12:00,0151 426 4733,,,Open to all,Free,Food distribution,,Monday morning,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Open access,53.4111,-2.8089,Yes,2024-12-01,Verified,
St Luke's Church,Liverpool,Walton,"Goodison Road, Liverpool, L4 6SN",L4 6SN,Thursday: 10:00-12:00,0151 284 0005,,,Parish families,Free,Food parcels,,Thursday morning,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Faith-based,53.4467,-2.9556,Yes,2024-12-01,Verified,
St Margaret's Church,Liverpool,Anfield,"Anfield Road, Liverpool, L4 0TF",L4 0TF,Friday: 10:00-12:00,0151 263 7652,,,Drop-in,Free,Food distribution,,Friday morning,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,No,No,Open access,53.4344,-2.9611,Yes,2024-12-01,Verified,
St Mary's Church Grassendale,Liverpool,Grassendale,"Grassendale Road, Liverpool, L19 0NE",L19 0NE,Wednesday: 10:00-12:00,0151 427 2749,,,Parish families,Free,Food parcels,,Wednesday morning,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Faith-based,53.3667,-2.9089,Yes,2024-12-01,Verified,
St Mary's Church Woolton,Liverpool,Woolton,"Church Road, Liverpool, L25 5JF",L25 5JF,Tuesday: 10:00-12:00,0151 428 1853,,,Open to all,Free,Food distribution,,Tuesday morning,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,No,No,Open access,53.3756,-2.8689,Yes,2024-12-01,Verified,
St Matthew's Church,Liverpool,Clubmoor,"Queens Drive, Liverpool, L13 0AJ",L13 0AJ,Monday: 10:00-12:00,0151 226 1354,,,Parish families,Free,Food parcels,,Monday morning,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Faith-based,53.4411,-2.9089,Yes,2024-12-01,Verified,
St Michael's Church Aughton,Liverpool,Aughton,"Aughton, L39 6SA",L39 6SA,Thursday: 10:00-12:00,01695 422661,,,Local residents,Free,Food distribution,,Thursday morning,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Geographic restriction,53.5456,-2.9244,Yes,2024-12-01,Verified,
St Michael's Church Belle Vale,Liverpool,Belle Vale,"Naylors Road, Liverpool, L25 0NR",L25 0NR,Friday: 10:00-12:00,0151 487 0427,,,Drop-in,Free,Food parcels,,Friday morning,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,No,No,Open access,53.3789,-2.8567,Yes,2024-12-01,Verified,
St Monica's Church,Liverpool,Fazakerley,"Aintree Lane, Liverpool, L10 8LD",L10 8LD,Wednesday: 10:00-12:00,0151 525 2280,,,Parish families,Free,Food parcels,,Wednesday morning,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Faith-based,53.4711,-2.9411,Yes,2024-12-01,Verified,
St Nathaniel's Church,Liverpool,Windsor,"Windsor Street, Liverpool, L8 8EL",L8 8EL,Tuesday: 10:00-12:00,0151 733 1831,,,Open to all,Free,Food distribution,,Tuesday morning,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,No,No,Open access,53.3822,-2.9644,Yes,2024-12-01,Verified,
St Nicholas Church Halewood,Liverpool,Halewood,"Church Road, Liverpool, L26 6LB",L26 6LB,Monday: 10:00-12:00,0151 487 9965,,,Parish families,Free,Food parcels,,Monday morning,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Faith-based,53.3589,-2.8311,Yes,2024-12-01,Verified,
St Oswald's Church Old Swan,Liverpool,Old Swan,"St Oswald Street, Liverpool, L13 5SB",L13 5SB,Thursday: 10:00-12:00,0151 228 2182,,,Drop-in,Free,Food distribution,,Thursday morning,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Open access,53.4089,-2.9144,Yes,2024-12-01,Verified,
St Patrick's Church,Liverpool,Toxteth,"Park Place, Liverpool, L8 5RA",L8 5RA,Friday: 10:00-12:00,0151 709 1547,,,Parish families,Free,Food parcels,,Friday morning,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,No,No,Faith-based,53.3833,-2.9678,Yes,2024-12-01,Verified,
St Paul's Church West Derby,Liverpool,West Derby,"Town Row, Liverpool, L12 5HJ",L12 5HJ,Wednesday: 10:00-12:00,0151 254 0605,,,Open to all,Free,Food distribution,,Wednesday morning,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Open access,53.4267,-2.9033,Yes,2024-12-01,Verified,
St Peter's Church Woolton,Liverpool,Woolton,"Church Road, Liverpool, L25 5JF",L25 5JF,Tuesday: 10:00-12:00,0151 428 1913,,,Parish families,Free,Food parcels,,Tuesday morning,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,No,No,Faith-based,53.3756,-2.8689,Yes,2024-12-01,Verified,
St Polycarp's Church,Liverpool,Norris Green,"Carr Lane East, Liverpool, L11 2XY",L11 2XY,Monday: 10:00-12:00,0151 546 1571,,,Drop-in,Free,Food distribution,,Monday morning,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Open access,53.4556,-2.9156,Yes,2024-12-01,Verified,
St Saviour's Church,Liverpool,Everton,"Breckfield Road, Liverpool, L6 5DR",L6 5DR,Thursday: 10:00-12:00,0151 263 8318,,,Parish families,Free,Food parcels,,Thursday morning,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Faith-based,53.4289,-2.9611,Yes,2024-12-01,Verified,
St Sebastian's Church,Liverpool,Fairfield,"Holly Road, Liverpool, L7 0ET",L7 0ET,Friday: 10:00-12:00,0151 260 6314,,,Open to all,Free,Food distribution,,Friday morning,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,No,No,Open access,53.4067,-2.9356,Yes,2024-12-01,Verified,
St Silas Church,Liverpool,Toxteth,"High Park Street, Liverpool, L8 2XE",L8 2XE,Wednesday: 10:00-12:00,0151 733 1109,,,Drop-in,Free,Food parcels,,Wednesday morning,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Open access,53.3856,-2.9622,Yes,2024-12-01,Verified,
St Simon's Church,Liverpool,Garston,"Church Road, Liverpool, L19 0NY",L19 0NY,Tuesday: 10:00-12:00,0151 427 1698,,,Parish families,Free,Food parcels,,Tuesday morning,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,No,No,Faith-based,53.3544,-2.8989,Yes,2024-12-01,Verified,
St Stephen's Church,Liverpool,Gateacre,"Belle Vale Road, Liverpool, L25 2PQ",L25 2PQ,Monday: 10:00-12:00,0151 487 8654,,,Open to all,Free,Food distribution,,Monday morning,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Open access,53.3778,-2.8711,Yes,2024-12-01,Verified,
St Teresa's Church,Liverpool,Norris Green,"Utting Avenue, Liverpool, L11 1DD",L11 1DD,Thursday: 10:00-12:00,0151 226 1237,,,Parish families,Free,Food parcels,,Thursday morning,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Faith-based,53.4511,-2.9211,Yes,2024-12-01,Verified,
St Timothy's Church,Liverpool,West Derby,"Liverpool Road, Liverpool, L12 8RQ",L12 8RQ,Friday: 10:00-12:00,0151 228 2226,,,Drop-in,Free,Food distribution,,Friday morning,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,No,No,Open access,53.4356,-2.8944,Yes,2024-12-01,Verified,
Stanley Park Community Centre,Liverpool,Anfield,"Priory Road, Liverpool, L4 2SL",L4 2SL,Wednesday: 10:00-12:00,0151 263 0363,,,Local residents,£2.50 per shop,Community shop,,Wednesday shop,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Geographic restriction,53.4356,-2.9567,Yes,2024-12-01,Verified,
Stockbridge Village Centre,Liverpool,Stockbridge Village,"The Withens, Liverpool, L28 1AB",L28 1AB,Tuesday: 10:00-12:00,0151 480 4090,,,Estate residents,Free,Food distribution,,Tuesday morning,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,Yes,No,No,No,No,No,Geographic restriction,53.4333,-2.8567,Yes,2024-12-01,Verified,
Stoneycroft Community Centre,Liverpool,Old Swan,"Queens Drive, Liverpool, L13 4BB",L13 4BB,Monday: 10:00-12:00,0151 228 0725,,,Open to all,Free,Food distribution,,Monday morning,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,Yes,No,No,No,No,No,Open access,53.4144,-2.9089,Yes,2024-12-01,Verified,
The Black-E,Liverpool,Chinatown,"Great George Street, Liverpool, L1 5EW",L1 5EW,Thursday: 12:00-14:00,0151 709 5109,info@theblack-e.co.uk,,Young people,Free,Youth meals,,Youth arts centre,N,N,N,Y,N,N,N,12:00:00,14:00:00,Thursday lunch,No,Yes,No,No,No,No,Age restricted,53.3989,-2.9778,Yes,2024-12-01,Verified,
The Blue Room,Liverpool,Old Swan,"Broadgreen Road, Liverpool, L13 5SG",L13 5SG,Friday: 10:00-12:00,0151 228 7852,,,Mental health clients,Free with referral,Support services,,Mental health focus,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,Yes,No,Referral only,53.4078,-2.8967,Yes,2024-12-01,Verified,
The Brink,Liverpool,Parr Street,"21 Parr Street, Liverpool, L1 4JN",L1 4JN,Tuesday: 10:00-12:00,0151 703 0679,info@thebrinkliverpool.com,,Recovery community,Free,Peer support meals,,Dry bar,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,No,Yes,No,No,Yes,No,Open access,53.4011,-2.9789,Yes,2024-12-01,Verified,
The Casa,Liverpool,Hope Street,"29 Hope Street, Liverpool, L1 9BQ",L1 9BQ,Monday: 18:00-20:00,0151 305 3110,,,Students/young adults,Free,Evening meals,,Youth centre,Y,N,N,N,N,N,N,18:00:00,20:00:00,Monday evening,No,Yes,No,No,No,No,Age restricted,53.4033,-2.9711,Yes,2024-12-01,Verified,
The Enterprise Centre,Liverpool,Kirkdale,"Fernbank Drive, Liverpool, L11 0AB",L11 0AB,Wednesday: 10:00-12:00,0151 233 3081,,,Local businesses,Free with referral,Business support,,Enterprise hub,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,Yes,No,Business focus,53.4422,-2.9567,Yes,2024-12-01,Verified,
The Friary,Liverpool,Everton,"Bute Street, Liverpool, L5 3LA",L5 3LA,Thursday: 10:00-12:00,0151 207 1862,,,Men only,Free,Men's support,,Male focused,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,Yes,No,No,Gender specific,53.4222,-2.9689,Yes,2024-12-01,Verified,
The Gordon Smith Centre,Liverpool,Speke,"Conleach Road, Liverpool, L24 0TL",L24 0TL,Friday: 10:00-12:00,0151 486 1638,,,Disabled adults,Free with referral,Day services,,Disability focus,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,Yes,No,Referral only,53.3367,-2.8511,Yes,2024-12-01,Verified,
The Greenhouse Project,Liverpool,Toxteth,"Lodge Lane, Liverpool, L8 0TP",L8 0TP,Wednesday: 10:00-12:00,07956 834413,,,Environmental focus,Free,Community growing,,Green project,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Open access,53.3833,-2.9589,Yes,2024-12-01,Verified,
The Hub Café,Liverpool,Picton,"Renshaw Street, Liverpool, L1 2SA",L1 2SA,Tuesday: 10:00-14:00,0151 707 8187,,,Creative community,Pay-as-you-feel,Social café,,Arts venue,N,Y,N,N,N,N,N,10:00:00,14:00:00,Tuesday only,No,Yes,No,No,No,No,Open access,53.4033,-2.9711,Yes,2024-12-01,Verified,
The Kuumba Centre,Liverpool,Toxteth,"4 Princes Road, Liverpool, L8 1TH",L8 1TH,Thursday: 10:00-12:00,0151 707 8400,info@kuumba.org.uk,,African Caribbean,Free,Cultural food support,,Cultural centre,N,N,N,Y,N,N,N,10:00:00,12:00:00,Thursday only,Yes,No,No,No,No,No,Community specific,53.3856,-2.9744,Yes,2024-12-01,Verified,
The Life Rooms,Liverpool,Walton,"Walton Hospital, Rice Lane, L9 1AE",L9 1AE,Monday: 10:00-16:00,0151 478 6556,info@theliferooms.org,,Mental health,Free with referral,Wellbeing support,,NHS partnership,Y,N,N,N,N,N,N,10:00:00,16:00:00,Monday only,Yes,No,No,No,Yes,No,Referral only,53.4567,-2.9522,Yes,2024-12-01,Verified,
The Living Room,Liverpool,Old Swan,"Prescot Road, Liverpool, L13 3DA",L13 3DA,Friday: 10:00-12:00,0151 228 0353,,,Recovery focus,Free,Peer support,,Addiction support,N,N,N,N,Y,N,N,10:00:00,12:00:00,Friday only,Yes,No,No,No,Yes,No,Open access,53.4111,-2.9144,Yes,2024-12-01,Verified,
The Neighbourhood Centre,Liverpool,West Derby,"Dyson Street, Liverpool, L12 5HN",L12 5HN,Wednesday: 10:00-12:00,0151 254 2562,,,Local residents,£3 per shop,Community pantry,,Your Local Pantry,N,N,Y,N,N,N,N,10:00:00,12:00:00,Wednesday only,Yes,No,No,No,No,No,Geographic restriction,53.4289,-2.9011,Yes,2024-12-01,Verified,
The Palm House,Liverpool,Sefton Park,"Sefton Park, Liverpool, L17 1AP",L17 1AP,Tuesday: 10:00-12:00,0151 726 2415,,,Park visitors,Donation based,Community café,,Heritage venue,N,Y,N,N,N,N,N,10:00:00,12:00:00,Tuesday only,No,Yes,No,No,No,No,Open access,53.3844,-2.9344,Yes,2024-12-01,Verified,
The Reader Organisation,Liverpool,Calderstones,"Calderstones Park, Liverpool, L18 3JB",L18 3JB,Monday: 10:00-12:00,0151 729 2200,info@thereader.org.uk,,Reading groups,Free,Shared reading,,Literary charity,Y,N,N,N,N,N,N,10:00:00,12:00:00,Monday only,No,Yes,No,No,No,No,Open access,53.3811,-2.8944,Yes,2024-12-01,Verified,
